,title,genres,rating,director,imageUrl
85000,Wallander 02 - The Village Idiot (2005),Crime|Thriller,3.7,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85001,Wallander 03 - The Brothers (2005),Crime|Thriller,3.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85002,Wallander 04 - The Overdose (2005),Crime|Thriller,1.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85003,Wallander 05 - The African (2005),Crime|Thriller,2.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85004,Wallander 06 - Den Svaga Punkten (2006),Crime|Thriller,3.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85005,Wallander 08 - The Photographer (2006),Crime|Thriller,1.5,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85006,Bamse and the Thief City (2014),Animation|Children|Comedy,4.2,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85007,Beck 09 - The Price of Vengeance (2001),Crime|Drama|Mystery|Thriller,2.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85008,Beck 11 - The Cartel (2001),Crime|Drama|Mystery|Thriller,3.2,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85009,Beck 12 - The Loner (2002),Crime|Drama|Mystery|Thriller,1.4,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85010,Beck 13 - Sender Unknown (2002),Crime|Drama|Mystery|Thriller,2.3,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85011,Beck 15 - The Boy in the Glass Ball (2002),Crime|Drama|Mystery|Thriller,4.1,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85012,Beck 16 - The Last Witness (2002),(no genres listed),3.9,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85013,Beck 17 - The Scorpion (2006),Crime|Drama|Mystery|Thriller,2.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85014,Beck 18 - The Girl in the Root Cellar (2006),Crime|Drama|Mystery|Thriller,1.2,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85015,Beck 19 - The Vulture (2007),Crime|Drama|Mystery|Thriller,2.2,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85016,Beck 20 - The Lawyer (2007),Crime|Drama|Mystery|Thriller,2.1,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85017,Beck 22 - The Weak Link (2007),Crime|Drama|Mystery|Thriller,3.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85018,Beck 23 - The Silent Scream (2007),Crime|Drama|Mystery|Thriller,2.5,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85019,Beck 24 - In the Name of God (2007),Crime|Drama|Mystery|Thriller,3.4,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85020,Beck 25 - The Eye of the Storm (2009),Crime|Drama|Mystery|Thriller,3.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85021,Beck 26 - Buried Alive (2010),Crime|Drama|Mystery|Thriller,4.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85022,She Came From The Woods (2023),Horror,2.7,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85023,Beck 27 - Room 302 (2015),Crime|Drama|Mystery|Thriller,2.2,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85024,Beck 28 - The Family (2015),Crime|Mystery|Thriller,3.2,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85025,Beck 29 - Invasion (2015),Crime|Drama|Mystery|Thriller,4.4,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85026,Beck 31 - Gunvald (2016),Crime|Drama|Mystery|Thriller,1.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85027,Beck 32 - Steinar (2016),Crime|Drama|Mystery|Thriller,3.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85028,Beck 33 - End of the Road (2016),Crime|Drama|Mystery|Thriller,1.9,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85029,Beck 35 - Flesh & Blood (2018),Crime|Drama|Mystery|Thriller,3.3,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85030,Beck 36 - The Thin Ice (2018),Crime|Drama|Mystery|Thriller,3.0,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85031,Beck 39 - Undercover (2020),Crime|Drama|Mystery|Thriller,4.0,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85032,Beck 40 - Beyond Reasonable Doubt (2020),Crime|Drama|Mystery|Thriller,2.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85033,Beck 41 - Death in Samarra (2021),Crime|Drama|Mystery|Thriller,1.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85034,Hamilton 2: But Not If It Concerns Your Daughter (2012),Action|Drama|Thriller,4.0,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85035,Johan Falk: Blodsdiamanter (2015),Action|Crime|Thriller,1.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
85036,Johan Falk: Lockdown (2015),Action|Crime|Thriller,1.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
