,title,genres,rating,director,imageUrl
50000,The Aviation Cocktail (2012),(no genres listed),4.5,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50001,Crosshairs (2013),Action|Drama|Thriller,4.5,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50002,Last Flight (2014),Action|Thriller,3.7,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50003,Safehouse (2008),Action|Crime|Drama|Mystery|Romance|Thriller,4.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50004,The Good Soldier Švejk (1956),Comedy|War,3.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50005,Adele Hasn't Had Her Dinner Yet (1978),Comedy|Crime,4.0,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50006,The Snowdrop Festival (1984),Action|Comedy|Drama,1.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50007,"Four Murders Are Enough, Darling (1971)",Comedy,3.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50008,Habermann's Mill (2010),Drama|War,1.7,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50009,Dissolved and Effused (1985),Comedy|Crime,4.0,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50010,"Jara Cimrman Lying, Sleeping (1983)",(no genres listed),3.2,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50011,"Marecek, Pass Me the Pen! (1976)",Children|Comedy,4.8,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50012,"Secluded, Near Woods (1976)",Comedy,3.3,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50013,An Uncertain Season (1988),Comedy|Drama,3.9,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50014,Švestka (1997),Comedy,3.7,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50015,Afrika aneb Češi mezi lidožravci (2002),Comedy,3.9,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50016,Blaník (1990),Comedy,2.8,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50017,"Dlouhý, Široký a Krátkozraký (1974)",Comedy,2.6,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50018,Murder in a Parlor Car Compartment (1997),Comedy,2.0,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
50019,Vyšetřování ztráty třídní knihy (1997),Comedy,2.0,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
