,title,genres,rating,director,imageUrl
25000,Jabberwock Dragon Siege (2011),Action|Adventure|Fantasy,1.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25001,Sunday Too Far Away (1975),Drama,4.5,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25002,The Contractor (2013),Crime|Drama|Thriller,4.6,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25003,The Moon and Sixpence (1942),Drama,1.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25004,The Basket (2000),Drama,1.7,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25005,Nana (1926),(no genres listed),2.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25006,Heaven with a Gun (1969),Western,4.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25007,"John Goldfarb, Please Come Home! (1965)",(no genres listed),2.7,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25008,Murder in Mind (1998),Crime|Drama|Thriller,1.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25009,Nancy Drew and the Hidden Staircase (1939),Comedy|Crime|Mystery,4.8,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25010,Palm Springs Weekend (1963),Comedy|Romance,4.8,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25011,Black Horizon (2002),(no genres listed),2.2,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25012,"No Retreat, No Surrender 3: Blood Brothers (1990)",Action,1.3,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25013,Moscow Chill (2007),Action|Thriller,4.9,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25014,Nancy Drew: Detective (1938),Comedy|Mystery,1.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25015,True Adolescents (2009),Comedy,4.1,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25016,The Captain Hates the Sea (1934),Comedy,2.4,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25017,The Little Rascals Save the Day (2014),Children|Comedy,1.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
25018,"Love, Cheat & Steal (1993)",Thriller,2.9,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
