,title,genres,rating,director,imageUrl
10000,Good Neighbor Sam (1964),Comedy,3.9,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10001,Eddie Izzard: Dress to Kill (1999),Comedy,3.7,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10002,Quo Vadis (1951),Drama|Romance,2.5,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10003,"Captain's Paradise, The (1953)",Comedy,4.0,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10004,Batman Begins (2005),Action|Crime|IMAX,2.6,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10005,Aragami (2003),Action|Fantasy|Horror,1.6,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10006,Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),Action|Adventure|Fantasy|Sci-Fi,1.8,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10007,Kings & Queen (Rois et reine) (2004),Comedy|Drama,3.1,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10008,"Perfect Man, The (2005)",Comedy|Drama|Romance,1.3,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10009,My Summer of Love (2004),Drama|Romance,1.1,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10010,Heights (2004),Drama,1.5,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10011,"Deal, The (2005)",Drama,3.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10012,"Bridge of San Luis Rey, The (2004)",Drama,4.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10013,Saint Ralph (2004),Comedy|Drama,2.1,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10014,Herbie: Fully Loaded (2005),Adventure|Comedy|Romance,2.3,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10015,Yes (2004),Drama,4.7,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10016,Land of the Dead (2005),Action|Horror|Thriller,3.8,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10017,Bewitched (2005),Comedy|Fantasy|Romance,4.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10018,Rize (2005),Documentary,4.8,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10019,Exiles (Exils) (2004),Adventure|Drama,2.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10020,Home Movie (2001),Documentary,4.2,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10021,Becky Sharp (1935),Drama|Romance|War,4.8,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10022,Danger: Diabolik (Diabolik) (1968),Action|Crime|Thriller,4.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10023,"Trail of the Lonesome Pine, The (1936)",Drama|Romance,4.8,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10024,Me and You and Everyone We Know (2005),Comedy|Drama,4.4,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10025,"Perfect Crime, The (Crimen Ferpecto) (Ferpect Crime) (2004)",Comedy|Crime|Thriller,4.3,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10026,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),Horror,3.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10027,Happily Ever After (Ils se marièrent et eurent beaucoup d'enfants) (2004),Comedy|Drama,4.8,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10028,"Edukators, The (Die Fetten Jahre sind vorbei) (2004)",Comedy|Crime|Drama|Romance,3.1,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10029,Somebody Up There Likes Me (1956),Action|Crime|Drama,3.8,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10030,"Unmarried Woman, An (1978)",Comedy|Drama|Romance,4.3,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10031,"Racket, The (1951)",Crime|Drama|Film-Noir,1.9,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10032,"Member of the Wedding, The (1952)",Drama,3.2,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10033,Coronado (2003),Action|Adventure|War,3.8,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10034,Retrogade (2004),Action|Adventure|Sci-Fi,4.6,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10035,Trekkies 2 (2004),Documentary|Sci-Fi,2.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10036,Man with the Screaming Brain (2005),Adventure|Comedy|Sci-Fi,3.4,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10037,Ulzana's Raid (1972),Adventure|Western,1.7,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10038,Rabbit Test (1978),Comedy,4.0,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10039,"New Land, The (Nybyggarna) (1972)",Drama|Western,1.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10040,"Adventures of Mark Twain, The (1944)",Adventure|Drama,4.7,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10041,Bordertown (1935),Crime|Drama,2.4,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10042,Cop and ½ (1993),Comedy,2.9,Stanley Kubrick,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10043,Equinox (1992),Drama|Mystery|Thriller,1.0,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10044,Father's Little Dividend (1951),Comedy|Romance,2.9,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10045,For Pete's Sake (1974),Comedy,1.5,Martin Scorsese,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10046,Twenty Bucks (1993),Comedy,4.1,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10047,Silent Witness (Do Not Disturb) (1999),Action|Comedy|Thriller,4.4,Francis Ford Coppola,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10048,Deceived (1991),Thriller,3.1,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10049,Room Service (1938),Comedy,1.7,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10050,Desert Saints (2002),Action|Thriller,1.5,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10051,Caterina in the Big City (Caterina va in città) (2003),Drama|Romance,1.1,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10052,At the Circus (1939),Comedy|Musical,3.0,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10053,"Outfit, The (1973)",Crime|Drama|Thriller,5.0,Quentin Tarantino,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10054,Modigliani (2004),Drama,1.7,Steven Spielberg,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10055,Broadway Melody of 1940 (1940),Musical,4.2,Ridley Scott,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10056,"I Inside, The (2004)",Fantasy|Mystery|Sci-Fi,1.1,Alfred Hitchcock,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10057,War of the Worlds (2005),Action|Adventure|Sci-Fi|Thriller,4.6,James Cameron,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
10058,My Brilliant Career (1979),Drama|Romance,2.5,Christopher Nolan,https://my-cobra.s3.ap-southeast-1.amazonaws.com/posters/v1-poster.png
